"Product Name","Quantity","Sell Price","Date Sold","Product Category"
"Luxurious Steel Chicken","77","$583.85","03/18/2023","Fresh"
"Incredible Rubber Gloves","48","$59.63","02/18/2023","Plastic"
"Bespoke Granite Tuna","70","$772.62","06/29/2023","Concrete"
"Awesome Bronze Mouse","75","$835.70","03/11/2023","Soft"
"Gorgeous Granite Bacon","50","$694.48","12/04/2023","Granite"
"Rustic Metal Chair","89","$319.85","12/23/2022","Steel"
"Fantastic Frozen Keyboard","71","$521.88","05/28/2023","Rubber"
"Fantastic Rubber Chicken","80","$470.98","02/07/2024","Metal"
"Intelligent Steel Salad","26","$669.06","10/14/2023","Fresh"
"Tasty Wooden Gloves","68","$675.55","01/16/2024","Bronze"
"Unbranded Plastic Chips","67","$920.48","08/01/2023","Metal"
"Small Steel Pizza","91","$953.98","09/02/2023","Fresh"
"Gorgeous Granite Pants","46","$578.26","03/06/2024","Metal"
"Generic Metal Chicken","98","$979.46","10/10/2023","Frozen"
"Tasty Granite Bike","20","$40.97","09/28/2023","Soft"
"Small Rubber Bacon","84","$338.04","11/07/2023","Fresh"
"Refined Fresh Tuna","87","$735.94","09/22/2023","Frozen"
"Modern Rubber Soap","10","$728.27","01/05/2023","Metal"
"Handcrafted Soft Gloves","35","$794.21","10/31/2023","Metal"
"Rustic Wooden Computer","50","$807.67","04/25/2024","Steel"
"Small Soft Gloves","17","$955.93","03/10/2024","Rubber"
"Recycled Soft Gloves","91","$276.95","03/05/2024","Bronze"
"Small Plastic Chicken","18","$369.64","07/09/2023","Cotton"
"Practical Cotton Computer","74","$988.18","10/05/2023","Bronze"
"Gorgeous Granite Computer","35","$311.10","04/23/2023","Fresh"
"Licensed Plastic Pizza","24","$189.92","12/19/2023","Granite"
"Refined Soft Pants","59","$985.70","12/12/2023","Granite"
"Sleek Fresh Ball","68","$579.24","10/25/2023","Cotton"
"Oriental Bronze Towels","5","$78.64","04/30/2023","Steel"
"Rustic Concrete Hat","84","$9.46","06/06/2023","Metal"
"Rustic Soft Salad","30","$606.05","02/05/2023","Cotton"
"Gorgeous Wooden Soap","79","$901.69","04/05/2024","Frozen"
"Modern Frozen Hat","5","$821.61","01/17/2023","Granite"
"Awesome Bronze Pants","18","$974.04","06/18/2023","Plastic"
"Fantastic Bronze Salad","21","$47.20","08/22/2023","Soft"
"Incredible Soft Chicken","51","$978.60","08/17/2023","Fresh"
"Handcrafted Plastic Salad","20","$567.17","03/20/2024","Bronze"
"Intelligent Soft Ball","33","$87.48","09/14/2023","Cotton"
"Tasty Bronze Sausages","3","$235.56","01/14/2024","Plastic"
"Licensed Steel Shoes","30","$299.28","09/29/2023","Cotton"
"Generic Plastic Chips","95","$620.28","11/27/2023","Steel"
"Practical Soft Fish","58","$726.40","06/27/2023","Concrete"
"Tasty Rubber Chips","26","$163.60","09/18/2023","Granite"
"Unbranded Rubber Cheese","83","$865.64","10/10/2023","Concrete"
"Incredible Fresh Mouse","68","$379.12","07/18/2023","Rubber"
"Luxurious Steel Cheese","74","$205.60","06/16/2023","Rubber"
"Licensed Granite Pants","41","$425.56","04/21/2024","Concrete"
"Fantastic Frozen Pizza","94","$312.69","02/02/2024","Concrete"
"Bespoke Bronze Cheese","55","$884.19","01/30/2023","Metal"
"Unbranded Steel Hat","34","$87.34","04/18/2023","Metal"
"Small Wooden Soap","47","$631.97","01/09/2024","Concrete"
"Unbranded Frozen Shoes","45","$181.66","01/18/2024","Steel"
"Elegant Frozen Tuna","29","$428.69","02/25/2024","Concrete"
"Handcrafted Steel Shirt","15","$724.38","12/28/2022","Granite"
"Small Frozen Bacon","43","$711.94","03/16/2024","Rubber"
"Oriental Steel Gloves","78","$418.65","04/30/2024","Metal"
"Modern Fresh Gloves","20","$118.17","07/09/2023","Plastic"
"Oriental Soft Cheese","42","$205.63","09/10/2023","Rubber"
"Modern Fresh Keyboard","34","$32.59","09/08/2023","Metal"
"Generic Granite Towels","25","$814.46","11/28/2023","Concrete"
"Ergonomic Soft Bike","43","$292.87","08/09/2023","Wooden"
"Rustic Rubber Pants","88","$845.11","04/17/2023","Rubber"
"Intelligent Soft Pizza","44","$644.18","11/12/2023","Rubber"
"Incredible Frozen Salad","98","$298.10","04/27/2023","Bronze"
"Tasty Soft Table","66","$18.71","02/24/2024","Steel"
"Handmade Concrete Bike","40","$380.12","08/14/2023","Plastic"
"Awesome Concrete Salad","70","$985.73","03/25/2024","Fresh"
"Oriental Plastic Car","38","$117.22","07/08/2023","Granite"
"Incredible Bronze Bike","71","$134.94","08/08/2023","Rubber"
"Luxurious Bronze Cheese","48","$280.99","11/11/2023","Granite"
"Electronic Plastic Gloves","91","$611.52","01/16/2023","Plastic"
"Unbranded Plastic Shoes","70","$399.67","03/26/2023","Fresh"
"Elegant Metal Ball","67","$261.89","02/16/2023","Steel"
"Practical Granite Shoes","38","$831.87","12/19/2022","Soft"
"Gorgeous Frozen Bacon","10","$416.94","09/17/2023","Fresh"
"Intelligent Concrete Gloves","22","$631.39","11/25/2023","Concrete"
"Fantastic Cotton Gloves","100","$341.26","03/28/2023","Steel"
"Oriental Fresh Ball","92","$906.99","08/24/2023","Granite"
"Rustic Granite Pants","40","$405.34","03/02/2024","Fresh"
"Tasty Steel Table","75","$171.58","12/26/2022","Cotton"
"Awesome Wooden Salad","91","$733.04","11/10/2023","Fresh"
"Gorgeous Steel Chair","9","$830.96","04/29/2023","Concrete"
"Gorgeous Frozen Computer","29","$154.95","08/01/2023","Frozen"
"Sleek Metal Chips","28","$686.79","07/08/2023","Plastic"
"Rustic Plastic Towels","12","$861.66","12/17/2023","Concrete"
"Gorgeous Fresh Salad","23","$798.81","11/28/2023","Soft"
"Small Soft Chair","32","$203.44","08/17/2023","Plastic"
"Recycled Granite Hat","66","$792.86","10/03/2023","Concrete"
"Bespoke Rubber Bike","37","$499.83","09/15/2023","Wooden"
"Ergonomic Plastic Car","74","$470.84","05/25/2023","Soft"
"Luxurious Cotton Table","64","$937.82","03/11/2023","Granite"
"Tasty Plastic Chips","91","$146.51","03/29/2023","Granite"
"Luxurious Cotton Car","70","$495.25","12/23/2022","Bronze"
"Recycled Plastic Hat","88","$976.22","04/04/2023","Metal"
"Small Concrete Gloves","49","$64.84","03/02/2023","Metal"
"Ergonomic Fresh Chips","17","$908.09","07/15/2023","Cotton"
"Refined Frozen Tuna","15","$561.65","04/15/2024","Steel"
"Electronic Granite Chair","48","$382.05","06/25/2023","Soft"
"Awesome Cotton Fish","25","$580.45","09/02/2023","Plastic"
"Refined Fresh Chair","95","$438.03","12/17/2022","Wooden"
"Handcrafted Fresh Bike","9","$957.46","12/06/2023","Rubber"
"Handcrafted Granite Car","3","$597.76","04/05/2024","Bronze"
"Unbranded Metal Pants","64","$272.10","03/06/2023","Concrete"
"Modern Concrete Chair","15","$173.54","05/14/2023","Fresh"
"Generic Plastic Fish","13","$103.74","07/27/2023","Frozen"
"Generic Bronze Hat","21","$479.08","05/07/2023","Fresh"
"Luxurious Rubber Salad","94","$108.49","01/30/2023","Steel"
"Awesome Bronze Fish","46","$736.22","08/02/2023","Metal"
"Handcrafted Fresh Gloves","97","$499.81","02/26/2023","Concrete"
"Refined Metal Towels","24","$816.31","03/08/2023","Soft"
"Modern Fresh Soap","82","$695.03","10/29/2023","Fresh"
"Electronic Frozen Sausages","86","$469.84","02/13/2024","Steel"
"Licensed Bronze Sausages","10","$564.39","11/24/2023","Granite"
"Bespoke Cotton Pants","12","$11.99","05/26/2023","Metal"
"Licensed Plastic Chair","94","$81.42","12/04/2023","Rubber"
"Unbranded Concrete Cheese","87","$105.92","02/17/2024","Bronze"
"Oriental Cotton Gloves","17","$945.02","07/11/2023","Plastic"
"Tasty Cotton Shirt","23","$14.09","12/15/2023","Cotton"
"Small Granite Pizza","62","$773.22","10/13/2023","Rubber"
"Oriental Soft Ball","30","$616.41","10/04/2023","Frozen"
"Sleek Fresh Hat","90","$680.47","12/12/2023","Frozen"
"Bespoke Fresh Car","96","$882.48","01/18/2023","Concrete"
"Bespoke Bronze Salad","14","$695.80","02/19/2023","Concrete"
"Ergonomic Cotton Pizza","99","$317.73","03/27/2024","Rubber"
"Sleek Rubber Shoes","63","$342.27","04/27/2024","Steel"
"Ergonomic Granite Fish","2","$347.68","02/17/2023","Steel"
"Licensed Plastic Car","90","$497.26","08/28/2023","Frozen"
"Refined Plastic Chair","15","$735.58","08/27/2023","Steel"
"Handmade Bronze Tuna","57","$606.88","08/25/2023","Concrete"
"Electronic Soft Chicken","88","$397.33","11/20/2023","Frozen"
"Modern Metal Gloves","93","$730.29","05/06/2023","Concrete"
"Modern Granite Pants","43","$117.49","03/19/2023","Plastic"
"Luxurious Rubber Bike","61","$549.74","11/03/2023","Fresh"
"Generic Wooden Car","38","$513.15","12/24/2022","Concrete"
"Gorgeous Cotton Computer","21","$73.39","04/29/2024","Fresh"
"Refined Wooden Shirt","36","$527.81","01/03/2023","Rubber"
"Bespoke Frozen Hat","9","$98.29","03/20/2024","Granite"
"Intelligent Bronze Shoes","51","$907.41","03/11/2024","Cotton"
"Elegant Granite Keyboard","41","$247.99","01/27/2024","Concrete"
"Elegant Steel Bacon","28","$815.02","07/06/2023","Cotton"
"Bespoke Granite Bike","1","$402.68","03/30/2024","Granite"
"Small Fresh Shirt","60","$209.23","09/14/2023","Wooden"
"Oriental Plastic Hat","20","$599.57","08/24/2023","Cotton"
"Tasty Soft Hat","11","$557.50","09/18/2023","Frozen"
"Recycled Metal Soap","48","$628.96","01/11/2024","Plastic"
"Electronic Granite Pants","2","$681.73","04/13/2023","Granite"
"Refined Cotton Chips","71","$349.25","10/21/2023","Plastic"
"Awesome Concrete Bacon","37","$635.51","12/18/2022","Frozen"
"Licensed Steel Shoes","31","$307.17","01/13/2023","Fresh"
"Modern Plastic Hat","45","$58.79","09/29/2023","Steel"
"Sleek Concrete Cheese","5","$559.67","06/30/2023","Fresh"
"Ergonomic Metal Bike","62","$719.37","06/10/2023","Plastic"
"Handcrafted Fresh Bike","36","$380.56","08/22/2023","Plastic"
"Rustic Bronze Chair","50","$482.67","09/13/2023","Granite"
"Awesome Plastic Cheese","87","$5.72","02/20/2023","Rubber"
"Gorgeous Metal Cheese","9","$105.36","03/19/2023","Concrete"
"Elegant Wooden Computer","29","$238.57","10/29/2023","Wooden"
"Sleek Soft Soap","40","$31.96","10/24/2023","Bronze"
"Gorgeous Soft Shoes","55","$142.02","10/01/2023","Concrete"
"Ergonomic Wooden Pants","29","$475.27","01/09/2023","Soft"
"Incredible Fresh Table","45","$17.67","05/21/2023","Plastic"
"Rustic Soft Hat","70","$975.02","02/22/2024","Steel"
"Handmade Metal Sausages","31","$959.37","03/06/2023","Frozen"
"Unbranded Wooden Bike","68","$124.39","10/25/2023","Rubber"
"Generic Fresh Shoes","42","$447.39","09/20/2023","Cotton"
"Fantastic Soft Shoes","52","$7.15","01/28/2023","Frozen"
"Generic Cotton Tuna","67","$747.19","04/10/2023","Steel"
"Elegant Bronze Mouse","67","$951.04","10/27/2023","Concrete"
"Licensed Granite Pants","5","$970.19","12/07/2023","Cotton"
"Gorgeous Metal Shoes","83","$126.51","01/05/2023","Fresh"
"Awesome Cotton Cheese","67","$590.93","01/06/2024","Concrete"
"Handmade Granite Car","35","$776.78","05/13/2023","Cotton"
"Gorgeous Granite Ball","27","$909.08","12/18/2022","Cotton"
"Small Plastic Pizza","90","$960.12","09/21/2023","Concrete"
"Bespoke Soft Computer","66","$272.23","09/10/2023","Bronze"
"Generic Bronze Gloves","29","$80.17","10/17/2023","Fresh"
"Luxurious Plastic Hat","12","$641.51","12/06/2023","Wooden"
"Electronic Rubber Salad","47","$733.30","01/01/2024","Frozen"
"Gorgeous Rubber Tuna","53","$404.11","09/18/2023","Bronze"
"Licensed Granite Mouse","2","$14.35","12/26/2023","Cotton"
"Licensed Fresh Shirt","46","$850.40","04/24/2023","Steel"
"Oriental Rubber Chips","11","$92.23","05/27/2023","Wooden"
"Refined Soft Mouse","75","$368.44","10/06/2023","Frozen"
"Licensed Cotton Sausages","76","$308.09","09/19/2023","Steel"
"Intelligent Wooden Computer","96","$163.22","02/14/2023","Wooden"
"Intelligent Frozen Car","48","$367.09","06/01/2023","Granite"
"Fantastic Wooden Table","17","$864.68","09/16/2023","Soft"
"Incredible Granite Towels","59","$110.48","08/03/2023","Wooden"
"Unbranded Wooden Bacon","3","$612.64","10/12/2023","Soft"
"Electronic Metal Pizza","19","$472.79","08/28/2023","Concrete"
"Luxurious Bronze Chair","9","$475.60","04/17/2024","Rubber"
"Licensed Rubber Table","11","$169.41","01/19/2023","Fresh"
"Handmade Frozen Table","9","$98.52","04/18/2024","Plastic"
"Luxurious Granite Car","53","$106.38","09/23/2023","Frozen"
"Licensed Steel Soap","14","$792.47","04/19/2024","Concrete"
"Modern Rubber Bike","10","$607.12","09/12/2023","Fresh"
"Generic Wooden Bacon","89","$186.69","10/05/2023","Rubber"
"Elegant Plastic Chips","32","$652.91","03/28/2023","Bronze"
"Elegant Concrete Chair","76","$717.39","10/04/2023","Plastic"
"Unbranded Wooden Soap","66","$546.27","08/07/2023","Concrete"
"Ergonomic Frozen Chair","29","$76.94","06/21/2023","Concrete"
"Elegant Cotton Table","41","$441.03","02/16/2023","Frozen"
"Rustic Rubber Shoes","16","$449.89","01/24/2024","Plastic"
"Elegant Granite Bacon","16","$939.59","10/01/2023","Soft"
"Bespoke Frozen Keyboard","15","$388.57","04/29/2023","Bronze"
"Modern Metal Pants","21","$300.80","09/12/2023","Plastic"
"Modern Metal Bike","28","$299.26","02/21/2024","Soft"
"Oriental Plastic Chair","20","$898.34","03/10/2023","Fresh"
"Practical Wooden Mouse","55","$714.50","04/19/2024","Granite"
"Incredible Fresh Keyboard","83","$994.49","04/08/2024","Rubber"
"Tasty Soft Bike","1","$444.07","12/27/2023","Fresh"
"Intelligent Cotton Pizza","50","$653.81","11/23/2023","Plastic"
"Bespoke Rubber Bike","75","$939.77","05/14/2023","Frozen"
"Modern Bronze Pants","75","$591.37","06/06/2023","Cotton"
"Rustic Concrete Ball","95","$216.95","04/09/2024","Cotton"
"Awesome Cotton Soap","56","$219.93","12/28/2023","Concrete"
"Gorgeous Concrete Ball","67","$680.96","04/19/2024","Fresh"
"Handcrafted Wooden Chicken","2","$337.20","02/02/2024","Bronze"
"Generic Fresh Chips","94","$407.40","04/08/2024","Fresh"
"Intelligent Metal Keyboard","26","$482.56","03/29/2023","Plastic"
"Electronic Metal Soap","62","$683.54","01/15/2024","Rubber"
"Elegant Rubber Chair","60","$628.00","02/14/2023","Bronze"
"Modern Frozen Car","82","$258.52","05/10/2023","Bronze"
"Intelligent Bronze Chicken","74","$724.72","02/25/2023","Fresh"
"Luxurious Cotton Keyboard","34","$726.76","02/18/2023","Wooden"
"Handcrafted Frozen Bacon","40","$175.00","04/15/2023","Fresh"
"Unbranded Concrete Keyboard","75","$53.17","10/28/2023","Rubber"
"Intelligent Granite Shirt","12","$123.25","01/25/2024","Frozen"
"Fantastic Plastic Pizza","78","$215.58","04/26/2023","Bronze"
"Rustic Concrete Pants","92","$981.38","10/28/2023","Bronze"
"Oriental Steel Bike","68","$835.49","04/20/2023","Steel"
"Rustic Wooden Chicken","26","$540.52","11/16/2023","Steel"
"Recycled Wooden Bike","77","$323.05","11/17/2023","Plastic"
"Awesome Cotton Pizza","4","$214.18","04/15/2024","Fresh"
"Licensed Wooden Chips","63","$477.51","01/02/2024","Concrete"
"Gorgeous Concrete Towels","27","$225.92","03/16/2023","Wooden"
"Tasty Fresh Hat","97","$497.49","03/24/2023","Steel"
"Unbranded Fresh Pants","98","$533.14","04/16/2023","Granite"
"Oriental Granite Ball","17","$114.05","06/28/2023","Fresh"
"Licensed Metal Keyboard","96","$126.37","06/14/2023","Fresh"
"Luxurious Frozen Ball","72","$56.39","11/09/2023","Plastic"
"Recycled Bronze Hat","72","$175.58","12/08/2023","Metal"
"Modern Cotton Shirt","84","$755.02","01/29/2023","Concrete"
"Incredible Soft Salad","60","$824.19","06/15/2023","Granite"
"Elegant Bronze Chips","84","$825.15","11/07/2023","Cotton"
"Licensed Metal Pants","80","$996.52","04/27/2024","Concrete"
"Tasty Bronze Salad","78","$491.39","04/25/2024","Metal"
"Awesome Soft Chair","24","$624.64","12/29/2023","Plastic"
"Oriental Granite Chips","6","$599.14","07/12/2023","Cotton"
"Luxurious Rubber Shoes","3","$268.60","01/20/2023","Concrete"
"Small Bronze Bike","18","$772.16","02/16/2023","Fresh"
"Handmade Metal Gloves","40","$213.92","09/23/2023","Concrete"
"Ergonomic Bronze Bacon","36","$867.91","04/22/2024","Concrete"
"Handmade Soft Bacon","45","$849.00","03/23/2024","Fresh"
"Ergonomic Metal Sausages","77","$503.92","02/15/2024","Fresh"
"Incredible Wooden Keyboard","77","$563.13","11/10/2023","Bronze"
"Handcrafted Plastic Chips","29","$650.53","07/17/2023","Metal"
"Gorgeous Wooden Mouse","32","$601.56","10/22/2023","Frozen"
"Ergonomic Steel Bacon","91","$473.48","03/09/2024","Rubber"
"Fantastic Frozen Mouse","2","$255.23","01/25/2024","Soft"
"Unbranded Bronze Pants","38","$723.99","05/07/2023","Steel"
"Licensed Steel Pants","69","$570.66","11/12/2023","Rubber"
"Unbranded Bronze Cheese","91","$172.28","03/20/2023","Bronze"
"Bespoke Bronze Towels","95","$961.98","02/10/2024","Wooden"
"Rustic Plastic Bike","6","$429.06","04/11/2024","Rubber"
"Generic Frozen Cheese","81","$241.98","07/21/2023","Soft"
"Handcrafted Plastic Mouse","39","$13.94","12/27/2023","Plastic"
"Ergonomic Frozen Tuna","100","$905.18","08/13/2023","Cotton"
"Incredible Cotton Car","91","$233.12","03/13/2023","Steel"
"Incredible Frozen Salad","93","$193.43","11/24/2023","Plastic"
"Practical Soft Pizza","41","$199.07","01/19/2023","Steel"
"Small Cotton Gloves","96","$244.96","08/30/2023","Metal"
"Refined Metal Soap","46","$319.57","02/23/2023","Plastic"
"Incredible Metal Keyboard","98","$870.50","03/05/2024","Metal"
"Electronic Concrete Pizza","48","$62.41","11/11/2023","Steel"
"Awesome Fresh Table","38","$100.69","09/16/2023","Granite"
"Modern Fresh Car","86","$952.98","02/16/2023","Granite"
"Rustic Steel Chicken","87","$561.42","02/03/2024","Fresh"
"Luxurious Fresh Pants","92","$898.83","12/27/2022","Fresh"
"Oriental Fresh Hat","6","$902.67","04/09/2023","Plastic"
"Electronic Rubber Salad","72","$786.38","12/05/2023","Bronze"
"Licensed Steel Pants","55","$916.37","04/15/2023","Metal"
"Practical Rubber Bike","39","$518.26","10/25/2023","Granite"
"Generic Soft Bacon","32","$164.08","01/30/2023","Wooden"
"Handmade Plastic Cheese","67","$148.14","02/11/2024","Steel"
"Luxurious Granite Sausages","91","$114.68","03/25/2023","Bronze"
"Bespoke Fresh Bike","41","$883.27","01/12/2024","Concrete"
"Gorgeous Rubber Cheese","14","$87.90","10/05/2023","Cotton"
"Generic Metal Ball","52","$529.88","05/07/2023","Steel"
"Handcrafted Metal Chips","18","$229.90","08/23/2023","Concrete"
"Gorgeous Fresh Towels","83","$708.35","11/28/2023","Frozen"
"Sleek Wooden Towels","22","$338.96","01/30/2023","Soft"
"Refined Soft Chicken","50","$365.21","06/21/2023","Rubber"
"Incredible Soft Chair","11","$68.29","08/25/2023","Wooden"
"Luxurious Plastic Pants","84","$359.48","05/20/2023","Granite"
"Electronic Frozen Mouse","30","$969.03","03/16/2024","Frozen"
"Recycled Fresh Gloves","71","$788.19","02/23/2024","Metal"
"Oriental Steel Shirt","6","$481.10","02/22/2023","Frozen"
"Modern Rubber Chicken","23","$371.28","01/30/2023","Fresh"
"Small Granite Chair","70","$771.24","03/10/2023","Plastic"
"Luxurious Fresh Table","19","$313.17","05/21/2023","Granite"
"Rustic Bronze Shoes","69","$463.16","01/30/2024","Fresh"
"Ergonomic Metal Car","27","$450.28","02/02/2024","Bronze"
"Intelligent Rubber Table","18","$233.26","11/13/2023","Frozen"
"Modern Rubber Tuna","31","$707.88","08/02/2023","Plastic"
"Practical Concrete Fish","99","$737.46","01/19/2023","Soft"
